BOOK_ID,Senti_S1,Senti_S2,Senti_S3,Senti_E1,Senti_E2,Senti_E3,S_count,Avg_S_len,Flesch,W_count,Noun_Cnt
pg29891,123.1166406926407,108.41188393507981,105.21645191810288,119.35482919857918,106.38064316635744,111.20946863593923,607,19.899505766062603,62.41,12079,76
pg29902,103.44649915302088,107.97930480208962,108.64223467164645,117.26966089466089,108.22716562950939,100.70106837606838,13155,13.78160395286963,83.59,181297,1327
pg29945,114.0025082359988,112.42717868897645,108.17069858246329,110.4895061728395,105.74239417989418,112.42824905590862,5441,16.13030692887337,75.13,87765,587
pg30031,111.26301278086991,97.48064863805604,115.44696248196247,115.94717825577202,117.20771263050676,109.41534391534391,9511,15.513615813268846,84.1,147550,759
pg30037,99.33827713757292,105.12136154443847,97.68345901410417,119.99113712076675,104.10714285714286,100.38268716577541,5935,14.497725358045493,76.25,86044,311
pg30074,112.50741388241387,101.02281206447874,98.88963579456538,115.77518381089811,110.05776515151516,115.24500962000963,3544,16.126975169300227,76.35,57154,381
pg30075,105.59828623311769,111.8859372950282,112.40697674418605,118.44762919372293,104.30588624338624,98.16619585687383,2542,13.683320220298977,70.87,34783,244
pg30087,114.90242070854315,116.82605177993528,112.71239177489178,115.09311580854134,112.56414216570467,109.8267609126984,2807,21.11506946918418,71.48,59270,609
pg30089,104.65445551404456,119.84767316017314,104.49880062217724,108.07411674347158,110.7619809767697,115.48596304193319,2274,32.989885664028144,56.15,75019,582
pg30090,114.71275021275021,104.90444015444015,108.52029334940727,128.13462172747887,111.25863473444117,103.91067115251897,3181,16.807922037095253,69.25,53466,458
pg30095,104.40106850821135,108.44935937904687,105.2599062049062,107.00147075147075,109.16630090588424,102.65201355661881,7504,12.365138592750533,79.6,92788,388
pg30106,106.92029478458049,96.8911111111111,103.42821606254442,106.84915343915344,111.24344090253182,107.81731501523169,8308,15.414540202214733,69.69,128064,407
pg30108,101.77348938324549,111.00694444444446,114.61929563492063,123.5853584349678,110.15699033737008,103.91482909451659,6919,17.60500072264778,71.48,121809,408
pg30110,111.46673800606384,113.13403880070547,105.21395502645503,115.43441558441559,118.35934898434898,115.183014354067,7713,18.885777259172826,71.99,145666,664
pg30111,114.63594709986462,123.4892290249433,120.16329966329968,111.17793834705598,106.62981744503483,103.8861111111111,8555,16.147983635300992,68.23,138146,396
pg30115,110.84608257903712,103.54812008978675,106.54225536368394,101.87754097754097,109.53789042498721,104.2589156874871,10312,14.897401086113266,77.98,153622,643
pg30137,104.08692907334212,109.17407245532245,103.72852233676974,124.72584541062804,99.78979978354978,105.50522113022114,5278,15.745926487305798,70.57,83107,368
pg30183,108.44439290867862,112.08612753813647,113.39159067882471,109.16730328495035,100.17857142857143,107.04365079365078,2679,25.14930944382232,53.55,67375,1626
pg30193,114.8986327204149,111.43801459977931,111.1515324952825,110.15611380762896,118.42478114478115,107.0618838992333,4055,16.230579531442665,73.1,65815,291
pg30228,104.74037686700024,107.36614679080432,107.79506208077636,103.35995382395382,109.45314198738856,117.56219336219336,4612,13.426712922810061,71.99,61924,439
pg30245,121.84052866325594,114.66938356782106,103.43054202741703,112.07057178932178,109.61737914862914,94.63964269561285,6993,19.096096096096097,71.78,133539,696
pg30247,112.54256215760641,108.83031204906204,117.71182358544996,96.79094516594516,97.4611780455154,108.87708719851577,7074,18.07944585807181,68.33,127894,342
pg30263,109.31296109993293,108.53302154195012,105.03075396825396,121.22714540361599,123.53790982016788,114.83039847883599,4611,17.405985686402083,74.93,80259,491
pg30286,100.03733707191154,100.62933079022187,109.17373200085967,117.48307398307398,115.62558616906442,105.01028613199665,7343,12.784420536565436,85.12,93876,370
pg30302,118.11148904006048,112.89289643250041,106.43239194667767,102.2066956388765,111.29327668216558,107.89421446608947,1192,21.76510067114094,63.97,25944,184
pg30436,109.01463560334528,111.65369787339485,115.51374716553289,125.72923714940522,131.20272329711108,124.05672969588065,7260,16.15137741046832,76.66,117259,680
pg30448,108.17603748326641,107.6601998824221,104.41671754171755,112.08191287878788,109.16949404761904,112.9490231990232,2614,17.4123947972456,65.66,45516,254
pg30464,117.15079365079366,121.63899547422274,113.87683093162546,120.5588133521807,108.46376975737442,102.00153201776578,2361,20.453621346886912,72.09,48291,173
pg30466,103.08256003256002,98.39661189150985,102.22304726196236,99.5080808080808,98.47192306338648,100.84567469567469,1620,15.594444444444445,68.6,25263,85
pg30483,103.07370076026791,104.13993930905696,116.72589433783462,112.79903628117913,102.19666087279724,105.87110346146491,3575,16.26041958041958,66.71,58131,326
pg305,103.3267212239815,104.66329365079365,102.94135229849515,117.26205065359477,109.9430501930502,106.1790404040404,7000,16.393,66.27,114751,473
pg30600,104.93133082195583,106.91696375519906,112.92717086834733,118.98707482993198,112.16086995196584,111.04508856682772,3056,12.327552356020943,79.19,37673,274
pg30617,123.31845238095238,113.68184955141476,113.4536507936508,110.97550177095631,117.2485827664399,119.52634245187437,3895,18.98793324775353,66.51,73958,578
pg30618,111.63208362282435,115.47829485329486,114.74784006429574,120.18907428717556,110.7861509835194,114.47039072039071,5670,16.374603174603173,72.39,92844,491
pg30627,110.74501342539318,123.9657943067034,107.10867604617604,89.31901927437642,113.34618506493506,110.33837524908954,5940,21.712962962962962,73.21,128975,1150
pg30640,100.64977152477152,102.00203634085211,108.86948599923284,115.4376636737748,107.3938261351052,110.07280904280906,1425,17.48982456140351,76.18,24923,175
pg30648,109.11444805194806,106.73522927689594,103.28756901311249,101.02623456790123,104.56349206349206,108.80068207654415,3069,17.004887585532746,76.96,52188,997
pg30668,104.00789937186997,102.44600018037518,107.7803196165265,109.11550285463329,100.56115502854632,107.95065049684615,2084,15.088771593090211,77.27,31445,561
pg30692,123.11573801341844,118.51083890856617,121.26391236968162,119.38988095238095,125.56230158730159,119.59977324263038,9635,17.819719771665802,73.0,171693,783
pg30704,119.65026455026455,111.35646258503402,109.32893661893661,120.46207865168539,111.30790358631269,114.83277132519557,3043,20.960565231679265,66.07,63783,459
pg30713,105.21751648110344,109.1127365144219,117.29773848523848,108.40641534391536,110.26495181405895,106.22984871031747,5647,12.095803081282096,86.74,68305,285
pg30724,106.49168100975331,100.68632548804963,96.49622531939606,103.64069690992767,108.40277777777779,101.86671802773498,6673,14.63824366851491,88.36,97681,317
pg30733,110.1513663884798,115.43386360133934,117.4962628517316,102.04246624022744,104.0251350716467,107.42589405240008,3523,18.27504967357366,72.6,64383,157
pg30736,103.8426563396443,104.30247813411077,106.5859156419904,128.44713289356147,110.1598159122431,110.95719607773178,5442,21.085446527012127,63.53,114747,641
pg30776,110.73822855888073,114.13814484126985,107.16312358276645,111.62097162097162,100.95467032967034,110.45718427662872,2773,25.87342228633249,53.55,71747,1134
pg30817,101.2032227032227,106.23948780919935,109.31593029741178,105.76173499702912,112.23642676767676,103.45173395445136,3604,12.009711431742508,87.35,43283,126
pg30838,114.48046089712756,106.18297070894474,106.64329268292683,112.53034547152194,102.15676419540057,100.55621914317567,4891,14.410345532610918,70.26,70481,278
pg30980,119.5943287037037,112.65141320032623,121.11608509335782,114.02995813710099,92.60763888888889,105.23462259443568,3919,16.03827507017096,72.6,62854,201
pg31004,111.84443642776975,113.765625,107.86538857967429,111.37070497940063,110.65898211136307,109.81164383561644,7121,20.729813228479145,59.06,147617,1102
pg31083,106.13771101722908,107.07698539277486,107.02107812822099,113.1580269238497,107.46698758417507,111.79130819953605,498,18.971887550200805,76.45,9448,119
pg31241,105.73938604797979,108.6650883838384,111.21241922328879,109.07263630089716,109.8206937095826,107.58662765805622,8141,14.283503255128362,78.38,116282,1176
pg31561,108.1801363051363,102.2305341055341,108.53544152324639,133.0741167434716,109.19372294372293,103.84792984792985,3571,19.141697003640438,73.71,68355,465
pg31563,109.64230371900827,107.74144195830944,99.61981757877281,111.98994252873563,101.93172568172568,103.15641025641025,1485,26.6996632996633,51.45,39649,430
pg31568,106.18331128747795,105.84151404151403,109.86507936507937,112.94746031746033,110.94406710786022,105.84249084249085,1552,29.16172680412371,51.04,45259,327
pg31578,105.31468989478698,108.23504846602671,109.20551948051948,94.76984126984127,103.70126705653023,97.79187396351576,5815,17.96560619088564,73.41,104470,352
pg31668,110.01974328826181,112.3169191919192,111.17529761904763,118.86023900587008,111.45911360799002,102.34898589065256,8385,23.93834227787716,57.03,200723,1479
pg31813,119.5164428164428,111.97801196981526,125.64153439153438,117.7875690870974,123.12590855646413,119.37695220217344,2517,17.14461660707191,73.92,43153,408
pg31820,107.60313492063491,111.12897701004498,112.3661877230956,118.24143817041546,112.3320707070707,99.52724867724866,9070,23.317861080485116,63.46,211493,1398
pg31825,108.14237387350596,116.30831037649219,108.95421865715984,111.14817474192473,97.76052631578948,105.23236567354215,7065,15.579617834394904,68.54,110070,467
pg31915,106.99907235621522,113.79934133966391,104.73917089008553,103.90888047138047,107.20976430976432,105.18917748917748,4951,14.348010502928702,79.9,71037,329
pg31927,102.6177426825575,107.7991575418046,106.41688410524026,108.16348755411256,109.82694003527338,111.62126762126763,1707,19.076157000585823,67.28,32563,289
pg31984,100.36461499493414,102.35431490603904,104.06312003968254,123.85046897546898,106.92049808429118,113.69582732082732,9761,15.86702182153468,73.92,154878,433
pg32042,100.30352076138594,122.2689237091411,113.35593771308056,109.93472379070207,112.98661264210044,104.82291005291005,5079,15.64363063595196,77.37,79454,582
pg32082,115.61875092716214,109.2031117031117,107.0089684217591,107.2047152194211,96.61319444444445,110.81699134199134,3263,18.538768004903464,64.27,60492,457
pg32114,121.52410714285713,111.28062678062678,117.23324938949939,110.05427408412483,117.0567268229606,116.51982122815457,8410,14.451486325802616,79.7,121537,804
pg32115,117.4244227994228,116.36995656848599,105.10446075663467,113.41118982028074,96.94788886912174,120.70997647709976,4640,10.533620689655173,80.31,48876,159
pg32116,117.98970473970473,103.4237987987988,104.56852224457857,114.06565656565657,114.56854731525783,113.11916615130902,2940,18.32891156462585,76.56,53887,267
pg32132,110.86482536737638,115.60977118119975,113.56216931216932,112.15379008746356,108.13352007469655,106.39464925755249,4434,18.557284618854307,71.28,82283,422
pg32424,106.8170043690877,110.50916199813258,108.30081569664902,120.41864457381699,108.2347976749385,105.12553066900894,6695,26.87916355489171,56.15,179956,1818
pg32428,108.75338345864662,107.31804103755323,107.13070034987844,107.40442807606986,104.02367077367076,118.42477880306828,6409,14.31471368388204,78.69,91743,612
pg32516,104.22003978406418,107.68722442680776,112.57142084106368,114.03690263984383,117.46549344375433,114.38396057347671,3074,20.73519843851659,65.19,63740,310
pg32560,102.07095769727349,111.00427350427351,116.30827716054988,107.5587283087283,107.75764895330113,106.18360805860804,6626,20.83006338665862,60.72,138020,1090
pg32576,117.6757803599909,108.70386904761904,119.0495839112344,109.4588137202933,113.37433685595451,115.65826003193025,1699,27.264861683343142,60.48,46323,1275
pg32692,113.47274556429485,103.23448773448773,107.21905516963656,108.3041808041808,116.69798358822749,103.40222826269338,6959,21.74550941227188,63.36,151327,1236
pg32693,98.29323280885781,108.91232886354838,104.05590277777779,108.31170255183413,115.05649717514123,107.88221769938188,3443,21.556781876270694,62.55,74220,557
pg32732,111.04460659615299,111.02026966089467,106.68127230956179,111.52071278556429,112.50570074644148,109.15379527879527,4971,12.806477569905452,74.93,63661,454
pg32757,104.14503205128204,100.19423185941044,112.26369265654981,108.25448361162645,110.49052028218695,100.92230902777777,1563,15.426743442098529,72.39,24112,247
pg32826,109.73479152426519,112.42295192181555,112.49482924482925,113.64303350970017,108.00117774382481,119.96305631502999,7015,15.85616535994298,76.86,111231,700
pg32840,108.29545454545455,116.37132936507936,112.83132234196063,117.33240921939552,114.30116713352008,109.24891774891773,10824,18.835643015521065,63.26,203877,1310
pg32882,108.42866913179414,109.48981153526609,107.4941038198614,113.76838148931172,114.93773873185637,114.73285284455497,7963,13.864749466281552,79.09,110405,470
pg32915,117.79936729936729,111.95450224378796,106.81190476190477,104.34330618212198,100.52431827431828,95.51267472162993,4957,10.641315311680453,79.84,52749,422
pg32917,110.00657955703828,123.13897907647909,101.75021727010363,112.34712047212048,100.30531968031968,106.64382613510521,5499,20.44535370067285,58.69,112429,407
pg32929,103.29906204906206,105.14700996677742,118.23166778448469,107.36480660261148,97.80509641873279,102.99141117634267,6469,14.709228628845262,66.44,95154,531
pg32936,109.5737133237133,110.78377525252525,111.5116896991897,123.76352813852813,108.90644078144078,113.10025817555938,5749,14.331014089406853,78.08,82389,450
pg33004,114.61421984448299,116.36735330836454,111.20710784313725,116.16854056437388,112.66765873015873,108.4478691019787,4739,17.05591897024689,68.03,80828,580
pg33019,104.27472041847041,115.85370370370372,117.53778942769767,108.75938820215929,103.5399786780384,106.11433804290947,2471,19.611088628085795,71.38,48459,151
pg33081,111.21007951859016,118.92777622616333,112.49643303014089,112.13624480095068,105.4496151996152,106.49303267213715,8761,23.291519232964273,54.9,204057,1196
pg33099,114.96834786218348,105.92133838383839,114.51723871366728,106.8760146103896,111.43434343434345,107.1968253968254,2614,16.557383320581483,77.47,43281,433
pg33195,127.24757403656486,127.88242313242316,121.13941613941614,107.89294733044731,103.6445478885238,97.88202247191012,5732,14.988660153524075,76.35,85915,565
pg33312,107.79148922441604,113.76448687182383,111.40391463785959,121.47277593207826,104.11659860902284,111.88756769925601,7484,14.729823623730626,71.38,110238,489
pg33401,111.84587184057773,103.20285905526869,109.5573708206687,131.2006642212749,114.5474707391374,109.00369549150038,1587,17.74795211090107,73.41,28166,284
pg33423,117.35519573019573,101.76159951159951,104.6741289297469,104.20083917405346,103.09990662931841,95.60047516071613,4448,15.652203237410072,85.42,69621,822
pg33468,113.95940864690866,108.15803110746931,109.05154081313874,110.90759637188208,117.34704184704184,111.88604209799861,6452,20.270923744575324,60.32,130788,1108
pg33469,112.0642857142857,109.55898268398268,120.11748120300751,110.23364598364597,112.72076330532212,111.54207895279325,6748,20.044754001185538,60.92,135262,651
pg33482,115.24902390890763,107.49812030075188,108.42281489877644,109.29790657637193,100.6092493815708,102.0458277354829,2365,16.657928118393233,77.87,39396,221
pg33490,109.59473636197774,112.18521621747428,107.37563131313131,100.73126329569628,99.19724601639494,102.9075553467001,9876,12.774605103280681,76.96,126162,393
pg33498,109.28125795772854,106.42468575601104,111.06501831501832,123.29395604395606,104.08459595959596,107.26521164021163,4299,12.171667829727843,79.6,52326,880
pg33556,112.29720090515545,107.3501253132832,105.07951924618591,94.6683836996337,112.32995464852608,103.46407407407408,7544,20.24098621420997,60.92,152698,1170
pg33565,108.70485392224522,109.75078492935634,114.82461982461982,128.53237591332828,114.55018939393939,121.94740775097918,6675,15.766142322097378,60.58,105239,405
pg33604,104.00349059376836,114.13549144245347,114.75971068405279,118.29488416988416,105.46943618630364,114.28549566049566,10321,19.367115589574652,59.91,199888,1397
pg33664,115.45461470232112,112.06013943785682,112.98167562022982,122.72626857678404,104.14694929088868,107.32936418420289,7690,14.160078023407022,78.18,108891,644
pg33695,107.46554586965547,108.80817966755467,107.79330572808834,103.48546918767508,104.17986365486365,105.36139455782312,949,19.214963119072706,66.81,18235,83
pg33715,104.58348158690625,104.24237195976328,105.78284072249589,124.01852078738871,110.89431401931402,117.28036603036603,9260,13.715442764578833,85.93,127005,414
pg33747,111.54832766439911,112.49149411498809,116.57425831049683,115.6654227994228,122.23608305274973,114.19097222222221,4659,16.312942691564714,66.57,76002,399
pg33759,107.78938349662033,111.09842472342473,110.49756827534605,116.82063492063493,112.10474155474155,110.63319000819001,3772,16.113997879109228,76.96,60782,400
pg33780,99.92397721828101,106.27739868417834,107.17661306947022,122.6897546897547,100.55940170940173,111.00999490705372,6579,12.042103663170694,77.37,79225,513
pg33867,107.55871943371945,114.08231583231583,108.2014553429027,111.54826254826256,104.39272703616966,110.15153018278019,4122,18.60674429888404,73.1,76697,399
pg33892,117.97595816881532,105.62311507139093,101.80392476625353,109.8486770904534,106.93830711771888,107.74750384024578,5309,15.610472782068186,74.73,82876,351
pg33945,108.44601677148846,100.39871129970139,102.3837817955465,114.1314223057644,104.28643578643579,95.50642054574638,4179,14.79803780808806,84.3,61841,227
pg33959,114.57662762074527,101.10132239236718,114.92360451201915,111.25870327083919,109.8849770021645,110.20379854886897,5191,16.47832787516856,75.54,85539,476
pg33973,109.33896103896103,107.41054421768708,111.74471814417466,116.65476190476191,113.10354374307863,105.85565476190477,1152,24.0,51.45,27648,358
pg33989,114.12136243386244,114.23120044749257,114.17006830729657,130.1561137275423,128.6238675413933,111.72829131652662,4549,16.410639701033194,71.68,74652,237
pg34034,100.19308545335943,103.93595422665189,117.04950343773875,120.74531024531024,104.99453551912568,129.61158578263843,6638,14.852967761373908,74.42,98594,238
pg34035,105.59060846560845,109.91563039357158,98.62103174603175,113.3989417989418,103.96903631843391,103.88203245883969,7404,11.820367368989736,77.77,87518,334
pg34046,109.65206916099773,100.38239538239537,99.21918402777777,116.6100570436508,107.5803739574926,102.80277262420118,7372,8.541101465002713,83.46,62965,514
pg34088,110.14948871430352,101.54795439302482,94.43366437484084,128.3546921398161,119.11259864963569,109.90511316169211,6186,13.958292919495635,60.48,86346,550
pg34138,104.25214376938514,102.33121867167921,99.46956264775415,96.52926525529266,110.21077768385462,96.06679035250464,4805,13.808740894901145,61.94,66351,448
pg34140,104.70312727537498,97.84300552696779,101.24670619235836,110.22230943659514,110.41851236618679,108.60766758494032,8572,15.825128324778348,62.14,135653,585
pg34142,94.03067523305619,109.693832737311,111.79412152887762,115.007400740074,115.3517316017316,114.33788920129126,6081,18.05772076961026,60.01,109809,510
pg34164,100.0,100.0,100.0,100.0,100.0,100.0,0,0,206.84,0,0
pg34166,104.5428007086423,112.71769421769422,101.76630955663212,113.14636958386959,103.391495126189,111.90385430064329,5858,15.516558552406964,76.66,90896,230
pg34168,102.46385352820997,116.98707897793264,114.15373409993663,118.9548148148148,108.5840404040404,108.57190760059612,5351,15.687348159222575,75.27,83943,194
pg34202,97.88264221158957,95.50016534391534,98.27494016823285,111.84088504088503,106.70774005111355,114.06499202551834,3984,21.636546184738958,71.18,86200,359
pg34244,104.09325396825398,105.88944259874494,103.98712077218175,96.93542531542532,97.98693597289103,116.12470352125524,7928,15.455726538849646,71.52,122533,391
pg34246,108.12686507936509,110.41400832177533,104.03332377127559,109.82083561393905,105.76985953568231,99.4141501069212,11453,12.884135161093162,75.58,147562,472
pg34248,108.96506734006735,110.4866305916306,104.25001898686108,103.76960076960077,104.02968036529681,102.05873015873014,9537,13.271888434518193,75.37,126574,386
pg34277,110.18267811000368,109.58977455716585,115.72915617973756,111.60082972582973,104.88830438197527,106.82378807378808,6066,13.167655786350148,77.98,79875,544
pg34402,109.04207516339869,104.95237587138995,101.34478424801006,101.26346801346801,106.08311287477954,106.99585137085137,6701,13.362333980002985,76.86,89541,515
pg34415,104.38633786848072,103.80562980562979,103.84449051617726,119.24222657099368,107.24996677299308,114.48929448929448,6669,14.565152196731145,73.81,97135,256
pg34428,110.2862210540782,104.65537128037128,109.03856990962252,116.4529999672045,98.04673721340387,97.40586419753086,7277,20.52205579222207,65.09,149339,692
pg34482,109.24401886358407,116.34550865800865,120.93580101155858,108.82919211686335,103.09555984555985,114.48849206349207,4612,15.064614050303556,58.69,69478,363
pg34500,98.41552429052429,103.77143887858173,104.33847736625515,117.07073359646888,117.81955499697436,110.4406953805688,8276,16.66022232962784,72.09,137880,560
pg34567,107.3562925170068,102.10257335257336,103.09809361217812,115.21388888888889,103.04644808743168,109.6482970292494,9265,10.135024284943334,90.29,93901,693
pg34575,116.62979574835246,118.82232643899312,117.90914502164502,113.01137243515291,115.01663165266108,103.48838127684282,7167,12.539556299706991,78.59,89871,460
pg34587,105.2381363846881,106.75417352255587,105.18507442849547,110.54198232323233,110.40674603174602,117.63995498696991,2960,12.254391891891892,78.48,36273,214
pg34598,110.51711729889695,110.77715989684074,108.58665435871318,106.02628434886499,108.5738394396931,110.12987764550263,10322,19.90854485564813,68.54,205496,899
pg34599,113.97997835497837,106.89682539682539,107.87534296689228,121.83137432188065,118.6945066427825,102.33149727552713,2278,23.696663740122915,60.92,53981,293
pg34609,109.10368450993451,107.56581828133551,106.25034592500346,103.93612627308279,93.66496288183035,105.47123015873017,9240,14.104437229437229,75.78,130325,434
pg34616,116.33982235497386,116.13307554713805,115.20790200138026,107.74624060150376,105.47414741474145,107.21956997084547,4634,24.666594734570566,61.09,114305,965
pg34619,118.2905565225153,114.36686813186813,109.24882987382986,117.67974386724387,105.92986874236874,105.96754385964913,3490,18.591977077363897,65.96,64886,324
pg34628,121.97251533189034,115.76961222199319,105.0948310948311,122.93459844752948,115.72755022755024,113.06837797619048,5443,15.358625757854124,75.34,83597,751
pg34629,109.81754658385093,96.2987012987013,109.60481682496608,113.0532786885246,119.04272727272726,117.22420634920634,997,27.480441323971917,48.4,27398,182
pg34657,103.58797452547452,109.49927462024236,101.25522486772486,107.53656104697771,110.2737161531279,111.38794076294076,3997,18.192894671003252,65.09,72717,453
pg34658,101.41589955383058,106.4658291778545,117.66156931479512,106.18668046928916,100.90712502229356,106.46859495147167,4126,20.517450315075134,63.16,84655,483
pg34659,109.59650455927053,108.73281282209852,109.10307285307286,116.26259123831939,110.37528344671202,122.72955182072829,4124,21.504849660523764,64.78,88686,462
pg34662,116.53610718214678,109.76297149684247,97.98253150057275,106.49524081788233,116.5619442286109,103.2692507784613,219,24.5662100456621,70.36,5380,54
pg34663,111.46266487815784,108.20979313084575,103.3903970258137,107.43378552971576,105.70777777777778,93.59809892949428,6921,14.470885710157491,69.69,100153,369
pg34664,99.61601307189542,105.09458445844584,106.47475763672946,113.10218902960838,100.51114890400605,102.64372822299651,5342,13.49756645451142,73.44,72104,258
pg34709,97.38211677211677,105.93422167401758,109.52340767199257,116.03339580473727,114.98348063973066,109.46929447962506,8567,11.555853857826543,80.21,98999,962
pg34710,99.49916143881661,104.31651267472162,101.42055842417288,122.62553755375538,108.97988607000235,102.38762125220458,5361,17.98899459056146,72.29,96439,373
pg34738,115.1195912154816,107.67798520923522,114.33869114424668,109.65459423205901,110.00962000962001,117.84817284817284,4027,12.829649863421903,79.3,51665,382
pg34748,117.1411358482787,109.70697577276525,106.94947585094643,113.966600859458,113.41585277865764,101.64790430762653,10601,18.746250353740212,68.13,198729,878
pg34794,116.2936969361388,118.43466308656181,101.22996828133815,123.38675213675214,114.6673715538847,129.0949607441543,5025,24.071442786069653,67.72,120959,515
pg34835,110.67322674019103,113.55821657434562,106.39461055740125,133.10222036028486,118.98717567835216,107.43466898954703,6203,12.065452200548123,85.12,74842,359
pg34849,113.92230576441102,107.96442344917953,105.07073655511154,114.6601370851371,124.32956572141967,111.38617006299934,1302,29.771121351766514,55.85,38762,193
pg34932,114.30967841682127,110.24380428271938,114.87057539682539,116.5094716158546,110.41563442058491,126.18329661410019,985,35.24873096446701,48.0,34720,180
pg34933,114.62776797961982,106.75737499811575,99.49871852856927,122.58116883116882,102.89545927660681,94.69010416666667,899,33.22358175750834,56.46,29868,190
pg34934,105.7593795093795,95.60109498344792,99.5513949013949,112.14819990136445,107.51837572150072,103.03146258503402,4502,12.080852954242559,88.47,54388,342
pg34947,109.7147581254724,102.15441655228241,107.96858012611436,103.58414502164501,100.22618663842069,101.10788982259571,2892,18.105117565698478,72.09,52360,271
pg34968,119.18496309515727,104.49071176480815,123.27302459445318,106.1506472285884,113.34346991037133,113.28823953823954,987,32.17122593718339,60.21,31753,189
pg34970,120.46157059314953,115.14678178963894,113.57589722105853,101.66702240196217,105.3345091122869,103.39358392929823,6598,23.283267656865718,57.13,153623,1123
pg34999,109.4463383838384,93.5345804988662,103.11884920634921,114.23394097222221,110.93158569825236,123.52537433706266,2407,17.820108018280017,71.58,42893,248
pg35003,107.5460927960928,109.64953449328449,110.00012664640325,116.01696078864445,101.92258943378347,111.34424603174602,1271,20.396538158929978,70.06,25924,98
pg35038,110.6931084379538,108.95514147688061,107.63855542216886,107.53261183261182,111.33463758463758,123.73551587301588,4188,15.859598853868194,76.66,66420,296
pg35057,112.55854197349042,107.09797808012094,113.52132936507935,103.50693395751536,110.21596459096459,105.73809523809523,1140,31.385087719298244,49.01,35779,132
pg35058,108.59723583544339,113.19994588744589,114.26593314093314,112.64563948184639,106.5509663947164,109.4677514945372,859,35.823050058207215,48.3,30772,115
pg35077,101.09315110968005,97.79917616397208,102.49515563801279,117.0132302154774,108.97440546466521,104.87628239340567,5590,16.448837209302326,74.42,91949,515
pg35078,108.07107630931161,107.78366838640811,103.80271262733949,108.32023265927376,100.58261183261183,85.71501424501425,4302,12.55718270571827,80.82,54021,393
pg35140,106.45970695970695,112.17978395061728,103.29582944832944,102.910582010582,98.53874883286649,98.0926640926641,2116,14.55812854442344,78.28,30805,292
pg35146,102.00217098581585,101.73107890499196,96.42790262172285,100.55114638447972,104.73396164021165,103.51386439349402,6488,14.163532675709002,74.12,91893,404
pg35203,110.01290541469113,112.13927137119907,102.60307017543859,123.71064491064492,114.60544808201058,119.34274249342742,5377,14.388878556816069,71.18,77369,635
pg35205,92.83901730453454,98.46090130629605,109.58599439775911,115.41355140186916,99.88593294460641,95.60397074190178,5111,12.656622970064566,75.54,64688,263
pg35214,110.85858585858585,103.78361992945327,109.06771147277476,99.26676143094053,106.11456176673568,111.91034226190477,4855,18.25684860968074,73.1,88637,683
pg35217,114.28113553113552,100.39745579897095,108.19771498342928,93.377886002886,98.8866868085618,99.20118067803253,6737,11.090990054920589,80.31,74720,760
pg35233,105.03182928182927,110.27954977714593,113.37241047585876,115.43216765873015,103.55236965176724,116.92437770562769,8098,13.681649790071623,73.51,110794,709
pg35254,122.45400432900433,116.06332556332558,114.62579648815603,110.25542141739324,117.09574190177638,101.22304122304122,4859,13.370858201275983,72.7,64969,345
pg35294,118.24713866380532,122.22143798230756,116.10407066052227,119.85834246075208,110.01283051099226,92.57552083333334,2365,24.306553911205075,59.0,57485,237
pg35296,109.03075396825398,112.36536996953663,115.7808520844235,108.42153643140486,115.91340508806263,114.29615705931495,6966,18.811082400229687,63.46,131038,800
pg35297,103.5068586562489,106.63687153489785,108.41935778142675,111.06913367756741,116.78683385579937,116.22967032967033,4859,18.10475406462235,63.87,87971,564
pg35304,98.43527943527943,106.26318925182561,105.47125880655292,111.7850293166749,103.0698077353007,97.25464244316703,4026,16.78787878787879,72.09,67588,339
pg35313,105.49966788062027,106.32146464646466,113.6655844155844,102.76801587301587,106.07847222222222,110.47848462301589,1944,14.045781893004115,76.56,27305,195
pg35326,106.41629176923296,111.65792705971278,100.92031425364758,110.02359662195728,106.31489262371616,96.33680555555556,5955,15.048362720403023,76.86,89613,494
pg35336,119.3452570820992,115.58022451404804,112.69890289449114,110.30151515151516,110.25242935685972,110.42526855860189,4376,18.057815356489947,74.83,79021,565
pg35358,119.86923540690664,115.98725490196078,111.47523370349457,111.27152988855116,116.25703463203463,118.04972658920028,5574,16.09382848941514,74.22,89707,710
pg35361,104.89025632775633,105.57414965986393,111.2002997002997,99.58829950713067,109.47832577475434,114.8042203645652,6341,13.222362403406402,74.83,83843,381
pg35367,105.46964707868962,108.18310657596373,107.02598722415794,101.1781045751634,109.51234281591424,101.29281537176273,5147,28.12745288517583,48.34,144772,567
pg35368,112.69194756554306,104.04646373317259,100.32570603999176,110.91135161135162,109.25975900001875,102.12651171579743,2432,26.004111842105264,51.72,63242,311
pg35384,104.62112887112886,110.33831389698736,113.39739091318037,109.6234559091702,108.59068798584927,110.9819825236492,7962,15.180105501130368,69.65,120864,593
pg35424,104.78812537673296,108.73659879215434,110.93163780663782,116.01696078864445,101.92258943378347,111.34424603174602,2764,18.754703328509407,72.8,51838,158
pg35428,107.29320492241841,120.38005952380952,108.3275326315099,122.66349206349206,116.8530864197531,108.8376581428907,3669,16.295993458708097,76.05,59790,369
pg35429,101.51570122998695,108.14935064935065,109.25634920634921,114.14131019639493,102.15849673202615,112.94982078853046,3452,17.246813441483198,75.54,59536,371
